""	"f"	"f"	"f"	"f"	"f"	"f"	"f"	"f"	"f"
"ABCB4"	"400.216256204177"	"0"	"296.559938522023"	"0"	"180.929026454018"	"235.906501327114"	"0"	"0"	"241.017654193942"
"ABCB9"	"789.803921863025"	"780.899040004407"	"576.459152610961"	"694.029448495348"	"966.272562275155"	"583.537470846221"	"387.996224971208"	"801.759677947855"	"439.146344564815"
"ACAP1"	"5975.07635525276"	"6438.66622817286"	"4927.37790185922"	"7201.5621071498"	"6089.82338767855"	"7430.2976945321"	"4365.37445409902"	"5843.22459543901"	"4396.10519720065"
"ACHE"	"1470.90333797014"	"852.364576388171"	"1530.24349499958"	"934.381584434801"	"747.637738567451"	"1428.27573507762"	"791.115034461369"	"461.215182085282"	"1052.15670307952"
"ACP5"	"29195.303586523"	"30032.1541915239"	"24398.4197271743"	"37749.8472867789"	"24885.6058744207"	"23680.6034568615"	"15065.8458557223"	"20825.1595570807"	"21766.8080842602"
"ADAM28"	"2529.59714472638"	"2599.06931790155"	"2567.6382536263"	"2718.28506991391"	"2711.58184924472"	"3810.99713730274"	"3343.35860599755"	"2368.85494744371"	"1705.96011333403"
"ADAMDEC1"	"15025.9295327544"	"10627.6423454182"	"17318.4734649954"	"14201.8988417524"	"10169.6207909119"	"12996.4341995155"	"7072.14073192541"	"10714.9544769848"	"11668.2950291578"
"ADAMTS3"	"1227.07520500918"	"991.525501708852"	"1248.34384048045"	"1664.87244325047"	"1389.49161510599"	"1221.98392077978"	"1342.785974185"	"973.753955481125"	"938.257472131743"
"ADRB2"	"8583.7840584345"	"9506.04890930585"	"12049.1505070554"	"11766.9470430518"	"11643.5983672757"	"0"	"10447.1673371728"	"0"	"6992.13139872938"
"AIF1"	"20519.4781951285"	"25636.2772430322"	"20813.5707255205"	"22236.2400763242"	"15392.1776908838"	"15263.871363231"	"15469.9732262739"	"21282.4232808581"	"19387.9445177073"
"AIM2"	"1225.87625236032"	"4119.91819423416"	"9221.19243370767"	"7285.98934068132"	"10388.3067411442"	"0"	"6890.28311904692"	"6685.06620140862"	"5770.02327845689"
"ALOX15"	"2773.66417812001"	"3578.62689580182"	"887.243952047096"	"3439.28977893388"	"1689.40697179824"	"2135.0681130929"	"1984.52584702928"	"607.418304200955"	"1806.9093649971"
"ALOX5"	"6644.11453486245"	"45144.6567043802"	"6019.82434365006"	"9581.7742913366"	"8257.25609150961"	"655157.121425812"	"7613.47150991026"	"6334.1356514758"	"41571.0364097827"
"AMPD1"	"2717.98273212324"	"2715.6596327525"	"2030.73818080041"	"1997.31908125446"	"3789.03541516866"	"2063.64389476162"	"1337.55796243748"	"3258.73659688987"	"1395.05455024176"
"ANGPT4"	"0"	"0"	"128.867190865953"	"195.831899282144"	"460.24628923577"	"0"	"0"	"420.809952143515"	"280.822803260836"
"ANKRD55"	"3690.01690813734"	"4853.6854854038"	"3071.13165136416"	"4891.2812809832"	"3696.74093282786"	"5246.51048126598"	"3604.83665580777"	"3270.88021969799"	"3163.18206999543"
"APOBEC3A"	"10699.1328979088"	"8448.94783481074"	"8618.50206074591"	"11025.9987617769"	"10085.7087669993"	"12170.869877369"	"7199.78858896918"	"6076.97075063046"	"9170.16117856771"
"APOBEC3G"	"15609.7218560567"	"17181.4802339598"	"19706.5649560221"	"16356.6498750198"	"17199.7938996921"	"23655.4707475756"	"13092.0005939371"	"16228.1738789397"	"12854.0369565829"
"APOL3"	"15098.6246382144"	"11582.0370431324"	"0"	"10455.1195521427"	"9355.49493776446"	"16973.6670632736"	"10140.7479855473"	"8637.58742245832"	"4469.53930563073"
"APOL6"	"1118.33012074513"	"638.811663249502"	"1247.52975371667"	"781.790046262203"	"710.65540757852"	"1357.35800643691"	"636.93524783079"	"327.331110940441"	"731.179561102259"
"AQP9"	"13869.4722706826"	"73881.3371371993"	"11887.2194199681"	"153565.743425472"	"18356.5013043412"	"19947.5875793907"	"10224.4019756121"	"12807.271483736"	"11184.4827084752"
"ARHGAP22"	"4025.74155774257"	"1782.38729542074"	"3077.67208369097"	"2890.0609994287"	"3395.37907894571"	"3031.10502001568"	"726.066012458464"	"1477.7148743436"	"3697.69331336911"
