""	"f"	"f"	"f"	"f"	"f"	"f"	"f"	"f"	"f"
"ABCB4"	"415.091077652947"	"402.174894931813"	"304.475597083729"	"616.005160494845"	"299.989561221045"	"567.203884227336"	"703.150443455181"	"460.279697957079"	"317.583936162398"
"ABCB9"	"793.291610505554"	"781.918602427127"	"579.698211342641"	"700.709603834822"	"971.655532375779"	"595.970926413007"	"389.211046752235"	"805.393281610122"	"441.218806670478"
"ACAP1"	"5979.37117535061"	"6441.57080610291"	"4929.41127101234"	"7203.47970168398"	"6091.12106203551"	"7431.57996486236"	"4367.68642547421"	"5844.96125042891"	"4397.1395017252"
"ACHE"	"1466.8665296299"	"851.269965266368"	"1527.9709960163"	"931.410034160388"	"745.369645637372"	"1426.10645387931"	"789.250128720298"	"460.426181694597"	"1048.89439687334"
"ACP5"	"29195.535091287"	"30033.4652798272"	"24398.1530361262"	"37746.3425169009"	"24885.6462440141"	"23680.5156987916"	"15072.6967765804"	"20825.4106801871"	"21766.9123106192"
"ADAM28"	"2534.2181838675"	"2601.82418006431"	"2569.40213413744"	"2719.35367678074"	"2714.85418509544"	"3813.29311587382"	"3344.50571017648"	"2370.19788502505"	"1708.93001856047"
"ADAMDEC1"	"15024.428844725"	"10625.6840496928"	"17310.1792112081"	"14196.3774117182"	"10168.6625433323"	"12995.7623928326"	"7070.57886524698"	"10713.2346814965"	"11666.6212294862"
"ADAMTS3"	"1228.35169211732"	"995.7321998294"	"1251.77812150837"	"1667.1859708036"	"1399.39520115335"	"1226.60114221005"	"1343.54700439048"	"983.554746452765"	"939.457876485608"
"ADRB2"	"10676.7266409872"	"9726.82031440764"	"12117.3504322603"	"13253.3743061275"	"11668.7896406879"	"11903.1435722598"	"11418.4212898202"	"8905.1959223668"	"9553.25785748526"
"AIF1"	"20524.352573068"	"25636.3997062584"	"20814.2232612539"	"22236.6736475079"	"15392.2892421591"	"15259.4765924374"	"15470.2542799273"	"21283.0862934012"	"19388.3630491944"
"AIM2"	"11385.6073268634"	"8797.43852222901"	"9720.39556482965"	"7933.83298038918"	"10603.7224914974"	"13604.7002512006"	"7351.49759814888"	"6723.16343693144"	"6116.33056616363"
"ALOX15"	"2775.13754698539"	"3589.53504115318"	"892.881224341649"	"3441.55993045821"	"1698.88670406199"	"2135.69509118102"	"1990.28752274495"	"615.677990632792"	"1807.69181951287"
