""	"f"	"f"	"f"	"f"	"f"	"f"	"f"	"f"	"f"
"ABCB4"	"412.921239360224"	"403.931976411933"	"304.780937323466"	"615.293597017376"	"303.335393366265"	"564.41976975527"	"708.23397801011"	"462.618187754649"	"314.927239235652"
"ABCB9"	"32671.3289432893"	"1071.79943232277"	"587.913967616347"	"79146.5677267901"	"2435.23979271175"	"15705.7733851846"	"1744.4928903629"	"2731.8381185022"	"1191.13646803199"
"ACAP1"	"1678.45943748521"	"6439.41301223296"	"0"	"0"	"6090.91385234634"	"7391.35812954977"	"4352.47179762127"	"0"	"2908.7483310625"
"ACHE"	"1463.18560346027"	"607.863286437853"	"0"	"0"	"527.152969685498"	"0"	"0"	"0"	"0"
"ACP5"	"29194.0694359992"	"30030.7497235685"	"24394.5020490789"	"37744.4779604593"	"24881.2205107646"	"23676.6794290033"	"15064.2766019259"	"20824.3580874908"	"21762.1743698807"
"ADAM28"	"2529.62233455972"	"2598.32925944783"	"2568.17920445655"	"2714.93432215945"	"2712.80733497303"	"3810.26418028648"	"3343.13469203566"	"2367.5881471695"	"1707.47714563208"
"ADAMDEC1"	"15025.4534705076"	"10627.4296529929"	"17316.2685328831"	"14198.885838196"	"10170.0781831221"	"12996.211174885"	"7072.40197165271"	"10716.4112712632"	"11667.7839970672"
"ADAMTS3"	"1225.29527052583"	"990.879121863844"	"1249.71002510516"	"1663.78594700874"	"1394.73274347131"	"1221.43652185376"	"1342.80209681078"	"971.022351221665"	"936.909207285558"
"ADRB2"	"10675.3264026108"	"9724.82555995366"	"12116.3418519761"	"13247.8412515225"	"11666.1250660653"	"11901.6404544538"	"11416.9723179933"	"8900.70490154592"	"9552.66209149889"
"AIF1"	"20518.9859839785"	"25635.2615970523"	"20813.2094067024"	"22237.9857461998"	"15391.6556382088"	"15259.3196171641"	"15469.411188546"	"21284.0802643824"	"19388.2258180271"
"AIM2"	"11361.6658618972"	"0"	"7757.97801933781"	"2032.47071171595"	"6442.27283484273"	"11880.0070768354"	"7177.39187607765"	"6634.01503642428"	"1701.80563520226"
"ALOX15"	"2833.68608743688"	"3718.9666954311"	"1981.82802052599"	"4219.20209045042"	"15230.5932892208"	"2309.2155292015"	"2580.79041524"	"621.497851233287"	"1966.51240113025"
"ALOX5"	"6247.51568862211"	"7047.5444547652"	"5979.20654285576"	"6199.3397565138"	"7964.9063896098"	"8693.66646580422"	"0"	"5155.68248254124"	"4796.19732803009"
"AMPD1"	"2726.97547878464"	"2718.12218747116"	"2036.87379135354"	"1999.66799881288"	"3791.2530190947"	"2068.73003426688"	"1341.11881405247"	"3259.70389880158"	"1407.6283848536"
"ANGPT4"	"550.480979964394"	"460.268476527706"	"371.496527143626"	"510.758947855123"	"597.073976560319"	"513.30236667544"	"361.967189521815"	"529.182069114721"	"309.802252257278"
"ANKRD55"	"3603.79383906791"	"0"	"1118.80910274067"	"4371.64825768266"	"2634.57843514717"	"0"	"3371.3862759486"	"42.2092594690275"	"2211.52048617456"
"APOBEC3A"	"10701.8208488374"	"8450.10090361083"	"8619.0614322921"	"11031.3187690941"	"10086.5415801424"	"12174.3924091092"	"7200.47224260827"	"6080.76855319752"	"9170.95539525677"
"APOBEC3G"	"15618.2116636822"	"18890.3681979752"	"92603.0449004434"	"16511.3556476351"	"21736.9697032212"	"24613.7291342416"	"13923.5930257832"	"21632.5330810464"	"15463.7674803852"
"APOL3"	"16627.4852961975"	"12233.1143720746"	"16879.1219298432"	"11582.5925431368"	"10097.7763978166"	"16999.3236363584"	"10283.100357425"	"8794.09944042534"	"11397.4804464053"
"APOL6"	"1158.55499596896"	"651.754136543559"	"38974.0656764083"	"2085.78473197406"	"12322.6204279805"	"1371.43072442798"	"2258.39084931131"	"14258.634516526"	"1314.98221739224"
"AQP9"	"13752.9534344857"	"11998.8363543948"	"10481.9038323437"	"24481.4050405071"	"18213.7588121043"	"19681.6639143435"	"10201.5102184385"	"11776.3798388794"	"9148.78793384427"
"ARHGAP22"	"4028.26091498263"	"1785.51574632898"	"3078.99166159679"	"2892.14572591814"	"3396.11820492299"	"3036.27325276932"	"727.131370315531"	"1483.06246599039"	"3699.30720008827"
"ARRB1"	"1633.58834616191"	"1382.93769817605"	"1831.05093146638"	"1283.29062985679"	"970.579702500328"	"1380.47664337506"	"1058.62663098413"	"1065.32833967998"	"1320.85186962206"
"ASGR1"	"1120.74855409039"	"206.374055109304"	"0"	"0"	"780.72533394615"	"0"	"0"	"972.764413417429"	"528.364812004693"
"ASGR2"	"1837.63804275867"	"2237.05966208333"	"1839.84758230884"	"1006.58476779226"	"1101.21649873464"	"838.835399469494"	"1565.03646676355"	"1783.41319974953"	"2131.20289944461"
"ATHL1"	"5988.29281513279"	"0"	"0"	"9523.68817068937"	"0"	"5534.47666805851"	"5251.68482561936"	"5773.20442455821"	"4665.20929150645"
"ATP8B4"	"4754.41830161698"	"4024.73898257679"	"4785.57627133717"	"6136.67135070363"	"4915.31478112357"	"4764.40825762011"	"4056.29455028345"	"3770.66341132477"	"3578.51145711605"
"ATXN8OS"	"231.690670686998"	"225.066239287014"	"197.64351464267"	"212.878446791997"	"272.548314877009"	"210.039181333125"	"156.022466056435"	"238.266932979478"	"160.018045773897"
"AZU1"	"1664.45402492627"	"1351.67746229303"	"815.464908175101"	"0"	"121.626954018826"	"1825.04926360437"	"1329.4913876429"	"1440.52609730984"	"998.625846115973"
"BACH2"	"10274.3941456167"	"6794.63505873035"	"41405.6748271738"	"6355.62303805082"	"9343.92945500268"	"83154.7236332387"	"7109.9339881882"	"5356.36176819544"	"3873.52993504006"
"BANK1"	"6365.49465597558"	"7469.90105829752"	"8995.7094808341"	"1092.65506863868"	"5338.2366790597"	"7481.51927164192"	"3163.57435642839"	"4649.0309575434"	"2939.16755103762"
"BARX2"	"542.14237062657"	"516.26044266758"	"538.780056303157"	"722.825403848567"	"693.381668319054"	"536.045026961752"	"359.442702641732"	"593.614411705896"	"599.872065754186"
"BCL11B"	"15624.7064733813"	"18929.0841183567"	"14174.1699857343"	"16225.1102318988"	"12716.9265971777"	"18991.50809792"	"11941.6525958953"	"16544.6773671317"	"11398.484359318"
"BCL2A1"	"36664.167915014"	"32540.1462140137"	"22162.7355383373"	"37548.4734367265"	"36814.9891407815"	"44624.7156710335"	"21205.5782679204"	"22003.6799020084"	"46551.4980952902"
"BCL7A"	"1952.46000400601"	"0"	"0"	"0"	"1900.4455704623"	"2261.91249691159"	"1760.38905437296"	"1257.20712313766"	"456.633081523311"
"BEND5"	"1208.79357181087"	"2009.8111095503"	"1418.46275576056"	"6732.54835802618"	"7568.81052724829"	"1957.58189260784"	"4089.06545853266"	"1423.16494798376"	"3768.45057069022"
"BFSP1"	"301.875017632042"	"410.679051508911"	"367.230182844695"	"409.643497990147"	"282.56792074629"	"386.611150290534"	"292.998240184215"	"336.243137939649"	"344.253125394488"
"BHLHE41"	"4521.87540256969"	"3079.80434610083"	"5160.44303294514"	"7283.01135282853"	"5702.11105138477"	"3746.10357324769"	"1898.96464435853"	"4913.18209370245"	"3334.80091422782"
"BIRC3"	"30941.1296900561"	"11174.0512948029"	"15855.9074829002"	"18613.7678654869"	"26093.2409195244"	"21668.5930661611"	"8828.63522914999"	"12721.9442757943"	"19055.6469333538"
"BLK"	"3492.53160368792"	"3664.21673819551"	"3224.91278397351"	"1503.82283532963"	"5486.52198180551"	"9585.38617122336"	"3678.53638887932"	"4826.77563054234"	"1226.81688559243"
"BMP2K"	"7007.52694404204"	"5035.62504484998"	"6386.16760978382"	"8492.61991595922"	"7038.76323536682"	"6152.15981941223"	"6084.88146635705"	"4848.15136778565"	"5532.04097203614"
"BPI"	"1960.7018766827"	"1639.24095990389"	"2010.72643437486"	"2749.9728526971"	"2141.09125288346"	"2027.44628042706"	"1981.75655285023"	"1493.55197090882"	"1577.87078418474"
"BRAF"	"4912.89969402973"	"4414.6325121199"	"4108.32301143397"	"5711.52882897454"	"5296.83899044466"	"6462.98775871369"	"5338.15850752302"	"4422.23268055406"	"3873.04468247736"
"BRSK2"	"241.686618890155"	"222.481418545744"	"218.626441685745"	"261.597987265317"	"247.692682892646"	"237.783415184453"	"215.605761505193"	"229.602105463192"	"211.881470313912"
"BST1"	"4049.67541665487"	"7507.452890648"	"6639.18290958517"	"4090.26065029665"	"15314.0925679828"	"3613.70680396291"	"3027.38489764813"	"333954.827245974"	"3002.52247412403"
"BTNL8"	"516.714812939196"	"670.580446548283"	"241.564152119753"	"1343.94423967975"	"1039.5329976853"	"1179.41023841606"	"534.95549982742"	"641.746374463201"	"294.300952494869"
"C11orf80"	"0"	"0"	"0"	"1519.28147561002"	"3532.09155254792"	"1196.73032216242"	"0"	"0"	"0"
"C1orf54"	"8908.36045943135"	"9119.12640949873"	"6234.16076397764"	"9743.03862788512"	"6033.75132626799"	"6925.4081154118"	"5092.06948328739"	"4528.14342581541"	"6514.85255728443"
"C3AR1"	"22630.3218272689"	"16834.186500668"	"16930.3338682642"	"22262.2147412102"	"20329.3180260024"	"20771.5337959293"	"17269.4306379419"	"12367.7632065695"	"19412.9685722058"
"C5AR1"	"13975.861556608"	"14832.4753282953"	"9872.46307120322"	"23921.5293523326"	"18634.5961174149"	"18117.8805618794"	"11441.9520675022"	"13515.3455684728"	"11435.3180383983"
"C5AR2"	"836.896172889317"	"43508.7325550458"	"368.286895235742"	"1040.11945472999"	"844.853834208809"	"3540.45094151767"	"7255.55780504365"	"169372.086750597"	"208895.488772464"
"CA8"	"482.911094215225"	"416.403367213605"	"376.476272441333"	"573.533568590307"	"528.897897031346"	"494.827503525553"	"459.781766481996"	"472.432030404216"	"381.513539998062"
"CAMP"	"13810.3070900944"	"3127.2864183323"	"4016.39420873319"	"6925.42100668371"	"22178.3185896597"	"74840.8451536849"	"39468.7336454401"	"4827.25531500853"	"2103.0147539379"
"CASP5"	"973.945387077937"	"790.596852743651"	"841.639926642834"	"1162.31064253313"	"960.581095277844"	"1228.47461456771"	"689.475120856486"	"651.765434598232"	"684.579127292505"
"CCDC102B"	"302.135842175361"	"293.294896381286"	"246.255988598166"	"468.612518867408"	"289.099000710388"	"258.18798534885"	"213.093284935944"	"208.774838969408"	"220.095736914538"
"CCL1"	"1471.07937676004"	"304.258276340975"	"729.219122159131"	"1311.75120798569"	"1505.38687183355"	"1291.50659059334"	"508.097508269887"	"858.179325520277"	"1068.17312697601"
"CCL13"	"12951.3317301934"	"11449.1478498312"	"10885.6114882297"	"11358.835684187"	"9222.50581730212"	"9055.50511799064"	"3762.02402393767"	"8731.52808925016"	"11172.2230756727"
