""	"f"	"f"	"f"	"f"	"f"	"f"	"f"	"f"	"f"
"ABCB4"	"107.229553072238"	"0"	"0"	"0"	"285.702601606376"	"0"	"530.609557478742"	"0"	"0"
"ABCB9"	"789.988649019313"	"780.127756435585"	"576.24926773534"	"696.296667280661"	"967.03099896505"	"582.352041107949"	"387.062211726354"	"804.094075856589"	"440.454260856721"
"ACAP1"	"13683.0928163306"	"24634.7286993434"	"4936.40948707461"	"7261.26860266356"	"12428.5780514164"	"7690.8790509911"	"19270.2405996578"	"5866.68079922415"	"12875.7802696053"
"ACHE"	"1467.57213566406"	"850.051641949859"	"1528.954322777"	"931.955060189189"	"745.994869866021"	"1425.37841440466"	"789.959361227769"	"456.155471017106"	"1051.05346352218"
"ACP5"	"29194.0382353228"	"30031.6386221429"	"24396.4049559963"	"37745.222200122"	"24883.1929888864"	"23676.5713715598"	"15064.0769766224"	"20824.1926115939"	"21765.7287030426"
"ADAM28"	"2529.05319221522"	"2600.63819468353"	"2566.84168139699"	"2718.2709782426"	"2707.22713284589"	"3810.41295403612"	"3341.72463976844"	"2366.35733468902"	"1704.60835687019"
"ADAMDEC1"	"15024.3586482123"	"10626.4642633738"	"17314.7321993754"	"14194.6526209337"	"10168.5632783079"	"12995.7642597467"	"7069.3854689662"	"10712.5124719795"	"11666.9295073709"
"ADAMTS3"	"2005.76713578019"	"31066.8891059968"	"1795630.09053557"	"2755.80224932669"	"1608.60463534021"	"18329.4847161407"	"10205.2018072974"	"1412.00966025346"	"14189.402376031"
"ADRB2"	"10677.050586935"	"9728.30072333663"	"12117.8414272445"	"13253.7598057741"	"11669.272766317"	"11904.837035278"	"11418.0098331466"	"8906.02809251319"	"9558.57876211808"
"AIF1"	"20540.7735102155"	"28074.6240462331"	"31825.170699796"	"50264.2889745307"	"21739.4392794631"	"16743.0900844983"	"22018.044262012"	"21307.7287034405"	"29417.9281762"
"AIM2"	"11385.9547070741"	"8798.52737193307"	"9720.77740007977"	"7934.71866706909"	"10603.1731420189"	"13604.7291395221"	"7352.75535927382"	"6724.49734284908"	"6116.69974256993"
"ALOX15"	"2775.068388644"	"3581.43983373175"	"894.047493350507"	"3441.21633115022"	"1692.23025259386"	"2136.27981648771"	"1991.44577008535"	"612.34341529157"	"1808.28079540977"
"ALOX5"	"6633.93351032207"	"7249.44586082539"	"5983.76933590071"	"7923.24529038518"	"8183.65101635315"	"9048.89961509235"	"7599.65579535854"	"5744.88476335357"	"5296.01448454712"
"AMPD1"	"2723.87335532562"	"2716.0356062757"	"2036.59266088355"	"1989.11328505701"	"3788.93414189398"	"2063.71467582333"	"1337.53773773231"	"3258.10907854837"	"1401.99353653271"
"ANGPT4"	"551.614561754378"	"459.510669625021"	"372.546485227367"	"511.087638536336"	"596.577466728797"	"512.989988157618"	"362.597312709157"	"528.9534096317"	"309.883293951058"
"ANKRD55"	"3687.20543662594"	"4849.57863263906"	"3068.74992472239"	"4882.63243591631"	"3686.13421543742"	"5244.75003627178"	"3600.62737602603"	"3268.86960427519"	"3161.55781701248"
"APOBEC3A"	"7570.33919301442"	"7735.77973567912"	"8531.56730835108"	"10960.4841027672"	"8775.78505685369"	"10222.0373246916"	"7129.54284364564"	"6024.38946377186"	"8830.94492178201"
"APOBEC3G"	"20356.2292939155"	"17298.3063845347"	"26047.6994957395"	"19845.4586153448"	"21376.5260206878"	"32022.8770444017"	"14093.737670134"	"16259.4340874124"	"13395.9049581562"
"APOL3"	"16624.8350283504"	"12231.9845824893"	"16878.4847207908"	"11579.8725276937"	"10092.6928744621"	"16996.6092712907"	"10277.813106782"	"8792.56303385613"	"11397.0283031588"
"APOL6"	"1119.32024946531"	"638.678264401672"	"1247.82234242483"	"781.148119397035"	"709.257748001453"	"1357.90091350989"	"640.749866074914"	"326.987045335499"	"729.792240836569"
"AQP9"	"13936.4880430407"	"19333.408201721"	"10583.8343197518"	"32202.8585604262"	"18221.9899766176"	"51149.5755506879"	"10353.0798680941"	"11845.3408592364"	"28827.0451791237"
"ARHGAP22"	"4027.20544934759"	"1781.28545630716"	"3077.65487679382"	"2890.41675625601"	"3394.73795585491"	"3033.37425727355"	"725.595930709958"	"1479.71358883735"	"3697.6871001977"
"ARRB1"	"6660.79110216279"	"1389.70591702991"	"2251.21227014714"	"3271.17267044515"	"12123.3478250893"	"13231.4482136618"	"1816.46709218922"	"3902.78910456868"	"2597.24348654864"
"ASGR1"	"6489.61019220285"	"5129.75148306809"	"10610.5771364587"	"820.971675011925"	"595722.375835527"	"19458.2550022263"	"8545.7809730613"	"5121.03940529661"	"2034.45268597508"
"ASGR2"	"559.207689547047"	"1826.71244633332"	"1776.8769678907"	"0"	"0"	"706.724174868806"	"0"	"1599.57472503008"	"2015.69390502211"
"ATHL1"	"6014.39156716883"	"10004.2848387974"	"6577.98629058818"	"9572.75657445107"	"6056.28680961002"	"10295.5824735226"	"5655.80648055333"	"6937.48504943338"	"4821.63814220127"
"ATP8B4"	"4756.51066740884"	"4023.42959335555"	"4787.82032367321"	"6136.62006649625"	"4915.01950411716"	"4762.06239478471"	"4058.40726583299"	"3770.1059965241"	"3576.97042194203"
"ATXN8OS"	"230.690488092357"	"223.214679648489"	"193.085286006687"	"210.484468754662"	"270.589524975056"	"207.988182947508"	"152.65037905616"	"234.581012500334"	"158.997514952375"
"AZU1"	"1933.99556800858"	"1354.06106643397"	"1806.7789748049"	"2348.91826930396"	"1940.01167869335"	"1853.93761087282"	"1460.6466234522"	"1556.52465405103"	"1396.78409187824"
"BACH2"	"0"	"5211.50384038179"	"2347.30342971796"	"5487.641052194"	"4190.69311004885"	"0"	"6872.82583009331"	"4920.84635632679"	"3314.60384015956"
"BANK1"	"6817.71926533046"	"8891.39434463238"	"9359.75485976326"	"5756.1445037052"	"9191.00537263961"	"14616.9536893953"	"12212.4619676084"	"6141.48156203349"	"3112.91508869954"
"BARX2"	"542.723221412749"	"518.047902440815"	"539.240117854452"	"722.082726317286"	"693.74920753988"	"538.582749657248"	"359.011019481868"	"593.422539040928"	"604.663903948442"
"BCL11B"	"15629.9663603725"	"18929.7382007924"	"14176.9710059089"	"16227.8030745589"	"12721.1335149717"	"18994.2837561333"	"11943.4077646007"	"16550.9731698541"	"11400.0494420718"
"BCL2A1"	"35318.3107091755"	"22971.9973934289"	"22437.6325329114"	"36665.2690444054"	"36142.7608930576"	"56304.35469706"	"21211.8476819604"	"18393.1890510717"	"28941.8120546282"
"BCL7A"	"1978.36647895998"	"1804.93435227197"	"1707.17427726574"	"2246.10118604981"	"1931.82826373568"	"2422.05776398414"	"2125.87041422557"	"1718.57229115055"	"1370.39402380349"
"BEND5"	"1170.33446173713"	"1171.10764909496"	"1053.32309711723"	"1308.02591781111"	"1142.75593330986"	"1531.10909844896"	"1208.31394626862"	"1109.33102513092"	"791.694628663651"
"BFSP1"	"301.422102739247"	"411.080907263965"	"371.690399962998"	"413.289657002204"	"280.77245777696"	"382.266378182668"	"293.527100007608"	"335.535025229462"	"344.329780912563"
"BHLHE41"	"4524.75350421207"	"3081.69524710729"	"5163.61979971342"	"7284.77207702637"	"5705.92970705499"	"3747.27012277202"	"1901.0602785089"	"4916.96091713842"	"3339.05086879217"
"BIRC3"	"23020.3026816603"	"10757.3977444216"	"15824.5031795333"	"17967.8159119557"	"20757.9569287416"	"21647.0711422261"	"8660.79178279584"	"10967.6970860524"	"18432.299249234"
"BLK"	"2036.37110409769"	"2926.85402078373"	"2853.67596338852"	"0"	"1193.43203747905"	"0"	"0"	"0"	"0"
"BMP2K"	"2564.33371789729"	"4098.00119751781"	"6296.02067675514"	"8475.91638643476"	"5793.58661078107"	"6149.01340655596"	"5603.18835580618"	"4721.60105084714"	"4740.2427406939"
"BPI"	"3326.90250518579"	"1716.61937527667"	"2045.04471742569"	"5862.38218372668"	"20255.2444185912"	"4348.76222897674"	"13776.3472600782"	"4207.88475706707"	"1870.23794455965"
"BRAF"	"5697.63302161279"	"4853.57555517119"	"4826.51834501844"	"5826.95283956201"	"588607.886902729"	"18850.6047196954"	"5385.58619500684"	"5763.49348259256"	"9149.26254090959"
"BRSK2"	"41668.1465783504"	"254.171660140964"	"519.258954485614"	"8949.13129846384"	"249.056321098689"	"770.144537425136"	"2900.27655498964"	"276.998084491805"	"11926.1434732534"
"BST1"	"2917.20515369235"	"3195.19850724775"	"2527.5076747064"	"3883.69815240214"	"3242.06321542819"	"3025.17754534714"	"2951.89035811895"	"2793.84201141155"	"2750.13643705371"
