""	"f"	"f"	"f"	"f"	"f"	"f"	"f"	"f"	"f"
"ABCB4"	"269.435523388289"	"0"	"230.284052242842"	"0"	"0"	"399.308042971273"	"0"	"415.572349275819"	"307.00720717228"
"ABCB9"	"1563.2103169757"	"4186.82708365285"	"1343.79807569456"	"8185.07835722748"	"23292.1910148523"	"1007.62185887095"	"11152.6500834311"	"814.457552849891"	"13576.4541046593"
"ACAP1"	"5974.99938829966"	"6440.84525462314"	"4925.75378391757"	"7201.25795423962"	"6089.46110581582"	"7430.67946573396"	"4365.21263088848"	"5841.71655361503"	"4395.48480470974"
"ACHE"	"793.117297312075"	"815.960593084192"	"1112.10278622836"	"890.14890893535"	"433.383471447932"	"0"	"0"	"60.1674766031402"	"1044.70209889431"
"ACP5"	"30863.482841548"	"39731.1499138802"	"24400.2024021888"	"40397.4714178073"	"24919.667958292"	"25275.5142887136"	"15530.8493052965"	"20964.3987310121"	"22169.8524953961"
"ADAM28"	"2529.28641556596"	"2601.34432707321"	"2568.15900849391"	"2718.34655021796"	"2711.96164088161"	"3805.51432910499"	"3343.54075103724"	"2365.69139305336"	"1706.27187589096"
"ADAMDEC1"	"15036.3425700733"	"10624.8999759613"	"18291.3958158373"	"14885.3771500561"	"27822.517513222"	"13007.4518770132"	"7098.55843251554"	"157535.691640575"	"17500.3890682062"
"ADAMTS3"	"0"	"656.532981553993"	"455.014844241951"	"0"	"1050.22289584561"	"1121.34142728959"	"1335.76735224589"	"0"	"0"
"ADRB2"	"10677.9379430496"	"9726.84783616567"	"12116.7144367611"	"13253.7496378678"	"11668.4622730214"	"11903.6196356677"	"11418.4886936823"	"8905.3758147097"	"9554.06784992627"
"AIF1"	"20518.586769167"	"25636.6886484414"	"20812.9428761291"	"22239.150930189"	"15392.296181747"	"15260.7293628416"	"15470.0721043767"	"21283.1543623813"	"19388.3158379113"
"AIM2"	"12463.5166469114"	"9498.57703103566"	"9745.63476220209"	"11610.2831345055"	"13607.8682361929"	"13655.0316322879"	"62025.6449562975"	"6731.01549405821"	"36236.4779397549"
"ALOX15"	"2775.22222321072"	"3583.69664569208"	"893.103515174532"	"3441.45669706458"	"1691.240190338"	"2137.85446616012"	"2003.2298683655"	"607.907299171114"	"1807.43187379708"
"ALOX5"	"6631.44917147478"	"7250.05474886332"	"5981.41183782182"	"7922.42799926307"	"8184.32007403689"	"9049.78655114944"	"7597.93846903077"	"5745.68950373823"	"5294.38809940377"
"AMPD1"	"2726.47180272014"	"2716.47201203764"	"2037.8307834126"	"1999.65797128519"	"3790.4831639304"	"2064.9859590284"	"1338.48268630833"	"3260.24611844605"	"1404.31224628536"
"ANGPT4"	"550.237149476978"	"461.600102756378"	"371.998545773936"	"510.392988710197"	"595.682290346792"	"513.549661701404"	"362.002406774032"	"529.001758898289"	"309.865640230393"
"ANKRD55"	"0"	"4758.33508307374"	"2618.84773608129"	"4840.00094796986"	"2603.35969164028"	"0"	"3235.44137288597"	"0"	"0"
"APOBEC3A"	"10688.9778794785"	"0"	"8614.50316391781"	"10979.9998863161"	"10008.9568118889"	"7693.77767931957"	"0"	"5912.97031382979"	"0"
"APOBEC3G"	"15613.9140840823"	"210457.684919131"	"19907.1003503017"	"20564.5274436343"	"23769.6705021278"	"24903.6981130105"	"13185.5737737846"	"157669.6811486"	"13734.7275961708"
"APOL3"	"16626.5696304448"	"12232.7769130286"	"16882.0248589412"	"11583.6855107537"	"10095.2873739151"	"16998.2812787302"	"10281.8307232323"	"8794.05271395691"	"11397.8897445551"
"APOL6"	"1025.17688988206"	"138.911832144237"	"1253.30097520107"	"0"	"0"	"1172.23776451171"	"0"	"0"	"680.112742746051"
"AQP9"	"60224.938095474"	"18791.2650488198"	"20684.7973612822"	"30217.9542129187"	"93927.0191440425"	"21771.7450397377"	"10252.7042750663"	"12185.7581011393"	"10439.0252178253"
"ARHGAP22"	"4026.84870214383"	"1780.45583771624"	"3078.11301029855"	"2888.1271190534"	"3391.60696444824"	"3029.11141075466"	"725.105682076134"	"1476.29956633132"	"3691.81984870125"
"ARRB1"	"91346.4928161711"	"558891.754397383"	"3994.49039482083"	"5916.19086100894"	"10877.9110959314"	"1505.1164445019"	"102465.806315425"	"4551.11210871597"	"64331.9551803661"
"ASGR1"	"1148.85548822342"	"1346.33701129605"	"1134.5405603721"	"697.957823200119"	"805.611700687586"	"571.399847278369"	"1185.03000528663"	"1031.40140664317"	"1483.99642621935"
"ASGR2"	"1841.40573379227"	"2239.20701507911"	"1841.0097404257"	"1010.78947274339"	"1103.36597998683"	"842.000521426949"	"1575.63578395989"	"1785.56078384321"	"2133.47203702312"
"ATHL1"	"6016.83851265009"	"10003.099257476"	"6579.51127452267"	"9572.10948784518"	"6058.64502922292"	"10293.6739663624"	"5656.70397932174"	"6937.34907667356"	"4821.85227763198"
"ATP8B4"	"36071.234084754"	"6062.829903045"	"5025.36211595317"	"6415.27581481368"	"212948.597640234"	"5851.40297785471"	"23122.2617567348"	"3844.63271177813"	"3710.14510497177"
"ATXN8OS"	"231.446690876828"	"225.092708263754"	"197.078738427189"	"213.610890822642"	"272.227690192432"	"212.421413968654"	"154.461920211775"	"236.92091472011"	"159.915263124083"
"AZU1"	"1253.0049829343"	"1345.90615138314"	"0"	"2274.67926232564"	"585.262550131778"	"1437.53023025396"	"1376.52713861495"	"0"	"1256.02095094115"
"BACH2"	"4724.79688075253"	"5236.00144255196"	"4811.65058293282"	"6279.0357242964"	"4380.86910432746"	"7961.02037616871"	"6970.94016916674"	"5348.05993455476"	"3556.58270016102"
"BANK1"	"6529.53493225412"	"2125.44235444017"	"7753.87300321083"	"4500.21512910023"	"8377.81722461225"	"14496.6715773493"	"11551.829854368"	"0"	"0"
"BARX2"	"7875.22010655044"	"1804.15829648843"	"580.637059042713"	"1788.20614257551"	"1124.88779853102"	"1535.52282667519"	"1263.6726605237"	"1195.25192330039"	"823.444268595993"
"BCL11B"	"15634.9813826983"	"18930.911575498"	"14175.9603649634"	"16227.1950119414"	"12723.8157876659"	"18993.323376383"	"11942.9546379045"	"16549.6326373302"	"11402.8984485485"
"BCL2A1"	"35276.0589762607"	"21026.9364071481"	"21234.5824875769"	"36287.059020166"	"34926.8019397782"	"37672.2535568861"	"16321.6792443608"	"17213.8419168888"	"28264.0128724878"
"BCL7A"	"1978.13062227808"	"1801.28092395557"	"1707.89356845403"	"2246.91262218001"	"1932.82799511869"	"2422.68942775187"	"2128.47170606385"	"1724.56975640439"	"1371.54074172493"
"BEND5"	"0"	"0"	"0"	"0"	"0"	"0"	"1179.5679621873"	"0"	"783.21600847013"
"BFSP1"	"299.812909306562"	"408.97878349145"	"365.617381519227"	"405.820787987011"	"278.513598362906"	"378.763884237867"	"290.603890985158"	"334.339464522129"	"341.963172608187"
"BHLHE41"	"4566.50796424009"	"4689.50857710571"	"5942.81385682024"	"7309.47875999045"	"5794.88005176081"	"7224.76573357917"	"1998.20291728647"	"9671.2613488144"	"3346.59324633037"
"BIRC3"	"23040.4874942315"	"15150.8280249802"	"15827.1867822868"	"29107.5409744811"	"20816.8195415814"	"21655.2414426686"	"41968.3569643131"	"11277.622741923"	"29708.311456157"
"BLK"	"2080.25893463359"	"2950.04273394959"	"3220.59059322789"	"1417.82031221128"	"2920.59492048152"	"4510.78467554013"	"3321.8582617662"	"1863.6085805095"	"709.490118701095"
"BMP2K"	"6950.80831595719"	"4972.38618706635"	"5640.2719783576"	"0"	"7024.19295032762"	"6031.89889704853"	"5274.80837411822"	"0"	"5235.46532611096"
"BPI"	"1964.49974237637"	"1639.14317803904"	"2011.73581839612"	"2757.43871402088"	"2140.64448277109"	"2026.55903369038"	"1979.03018607522"	"1494.03716852442"	"1576.95710341736"
"BRAF"	"4912.92427810482"	"4413.64230415666"	"4110.6376507558"	"5711.37554967051"	"5296.12015708237"	"6462.10901941896"	"5335.11503213117"	"4420.19744162592"	"3871.92746097094"
"BRSK2"	"241.171064949632"	"218.341524129055"	"218.981612154915"	"258.914966932565"	"243.12517129665"	"238.343761872008"	"215.26860684045"	"231.179430380378"	"206.846071423447"
"BST1"	"0"	"0"	"2112.7515769436"	"3755.11739158116"	"3231.02108011962"	"2556.79766430533"	"2128.39433696764"	"2504.5818603491"	"1628.85878392386"
"BTNL8"	"18145.8499249943"	"3782.58163630649"	"1052.9056962027"	"1466.52232666099"	"8448.77691482258"	"1372.33942228039"	"4238.27828286805"	"40602.8644717808"	"1840.33744366433"
"C11orf80"	"15141.0173134348"	"5527.06861353656"	"2314.66326381603"	"2492.06353490121"	"5911.35742440137"	"2831.33817598978"	"2188.23339697487"	"92817.6138329127"	"1705.4537048157"
"C1orf54"	"8909.12604831308"	"9121.29979231727"	"6242.66150975159"	"9744.45298874987"	"6037.08271028125"	"6927.85279376696"	"5093.645631002"	"4530.74393451539"	"6519.31149269142"
