""	"f"	"f"	"f"	"f"	"f"	"f"	"f"	"f"	"f"
"ABCB4"	"411.936017763729"	"399.926621111699"	"301.249292020992"	"613.628460425226"	"297.997981656599"	"562.574905856745"	"701.941048105817"	"459.085536022917"	"313.1375442946"
"ABCB9"	"790.303697937512"	"780.926820210929"	"577.775411578701"	"696.361655916545"	"962.521019762281"	"582.673212189994"	"386.838779801949"	"804.512451402933"	"437.733480198063"
"ACAP1"	"6322.68716415592"	"8854.99713248051"	"52575.5559967463"	"36189.6637208972"	"8181.43748091046"	"8177.6967005767"	"4372.94400245424"	"6296.66167691667"	"6610.35780929346"
"ACHE"	"1463.46982104491"	"850.709195247373"	"1527.89818167762"	"932.798728477602"	"746.850124760549"	"1426.34324651359"	"789.824809325295"	"460.665132904449"	"1051.3978806132"
"ACP5"	"29194.0772698385"	"30029.0725948336"	"24396.4094544408"	"37741.746745629"	"24884.2296454587"	"23677.6656624801"	"15064.5661011957"	"20823.3562385684"	"21761.5039089663"
"ADAM28"	"2529.12983729522"	"2601.11208056234"	"2567.87664139037"	"2716.8485666525"	"2712.46381381223"	"3810.97587994758"	"3342.64431635235"	"2369.41444522098"	"1705.55402507501"
"ADAMDEC1"	"15023.7919373703"	"10625.1404850548"	"17315.547401172"	"14195.178938009"	"10165.7653734453"	"12995.2343702752"	"7070.07893515497"	"10712.7688820102"	"11666.2510519077"
"ADAMTS3"	"0"	"978.302286575002"	"1235.42263178318"	"0"	"367.187655034874"	"0"	"1342.43853228352"	"0"	"925.692447328594"
"ADRB2"	"10674.7879740021"	"9726.2867222282"	"12114.4161143321"	"13250.7276967961"	"11665.831166942"	"11902.5305936022"	"11415.1847554385"	"8903.58882593243"	"9552.54862137849"
"AIF1"	"20518.5121768328"	"25636.0637556967"	"20818.0876467366"	"22236.2948106519"	"15391.8961867837"	"15258.7154466311"	"15478.0885436044"	"21283.4993205424"	"19388.7945784262"
"AIM2"	"11385.1987377043"	"8795.8465653963"	"9716.81849259252"	"7930.53779464756"	"10602.5154152484"	"13601.9139199171"	"7350.03012659847"	"6722.55759054408"	"6115.92066988074"
"ALOX15"	"2775.45067219895"	"3581.82585536526"	"897.299553078064"	"3442.31890880092"	"1691.39788612321"	"2137.12389037264"	"1992.93140893275"	"610.01068359716"	"1808.1371822095"
"ALOX5"	"6633.89103251009"	"7248.5799526471"	"5982.86162028638"	"7924.7064882465"	"8185.10824297583"	"9050.01323651731"	"7593.88424595724"	"5745.74368399785"	"5295.10632308781"
"AMPD1"	"2724.90108699613"	"2715.91172319809"	"2036.06731695962"	"1997.34378618099"	"3788.78286885404"	"2063.80970226304"	"1337.66019447957"	"3255.73530204141"	"1402.56131994997"
"ANGPT4"	"548.211821650832"	"458.189807516649"	"366.99896602004"	"509.46221301136"	"592.658793137952"	"510.075907064176"	"360.116166463266"	"526.010718027706"	"307.884225082704"
"ANKRD55"	"3687.06485328221"	"4849.45420380372"	"3069.14859031585"	"4889.0892248462"	"3691.3982377125"	"5245.42915960632"	"3601.88658373081"	"3268.90870349808"	"3159.07808548336"
"APOBEC3A"	"10684.6753144019"	"7884.37910003104"	"8497.41922748069"	"10170.8220361262"	"0"	"12034.5810839953"	"7126.84727643668"	"0"	"9142.67222122791"
"APOBEC3G"	"15605.2566383913"	"17176.2773851669"	"19704.050502238"	"16354.4490654352"	"17197.694414393"	"23653.9548242449"	"13090.6226787333"	"16225.3228657876"	"12848.944040663"
"APOL3"	"16626.3476385452"	"12233.1148721469"	"16879.257219937"	"11583.0569222924"	"10096.9839074343"	"16997.8256303222"	"10293.0234357129"	"8795.5116615943"	"11399.4960340896"
"APOL6"	"1118.37328418916"	"638.144776273944"	"1247.67705540336"	"781.429557117265"	"708.51768389079"	"1357.0002639328"	"641.038625570007"	"327.259166431533"	"732.58306732538"
"AQP9"	"13751.6193855068"	"12001.5803035824"	"10482.4219573737"	"24482.1206949504"	"18214.0384081446"	"19683.1912908619"	"10201.0106570845"	"11777.0423955271"	"9153.36032954223"
"ARHGAP22"	"4029.53150467639"	"1783.32215788171"	"3081.30028922461"	"2891.55039445529"	"3396.53916469802"	"3036.11308837507"	"726.567099420516"	"1481.06125136888"	"3700.97248177666"
"ARRB1"	"1634.66252091724"	"1385.20098255566"	"1832.96360956475"	"1286.06542360731"	"972.537018092162"	"1383.11739922006"	"1060.39777406674"	"1069.50176079107"	"1321.83832089335"
"ASGR1"	"1152.03823273469"	"1351.18766303645"	"1136.5145501208"	"699.836931434183"	"809.545454413361"	"577.458832782007"	"1188.34415933683"	"1032.48656191735"	"1486.53918453925"
"ASGR2"	"1839.17378344509"	"4865.32614504384"	"8934.37738493467"	"1312.0015737892"	"1558.35798184726"	"4568.51921733551"	"14428.9916064217"	"13386.7341455574"	"22456.3970215852"
"ATHL1"	"6014.77952025915"	"10003.0659980323"	"6578.06458269027"	"9573.67412159155"	"6056.66023335247"	"10294.6448320865"	"5656.55922187174"	"6937.90203071568"	"4821.67448132802"
"ATP8B4"	"4757.62709960802"	"4024.00743069767"	"4787.48653265059"	"6136.67414839662"	"4908.79876072444"	"4763.88009100015"	"4059.71885876129"	"3768.73645570383"	"3577.2969905254"
"ATXN8OS"	"233.137151295598"	"229.150122231188"	"196.582504384535"	"211.498356457723"	"272.435425012475"	"215.026640581363"	"154.734894106035"	"244.897365159695"	"159.7995680731"
"AZU1"	"2274.65953207762"	"2612.11360085766"	"11843.2099516144"	"14409.5214373924"	"4677.83634561767"	"2545.77208186118"	"16319.2923358032"	"1825.22188579322"	"648571.510566882"
"BACH2"	"4727.460686912"	"5239.56869080468"	"4813.12675536148"	"6280.2542676905"	"4383.53021402955"	"7962.46080633304"	"6983.92108097308"	"5350.29599856232"	"3559.28216555278"
"BANK1"	"6814.04684768728"	"8884.7693418322"	"9355.73020363179"	"5752.13146276727"	"9187.98817528168"	"14613.0345059227"	"12205.656435929"	"6136.76888853892"	"3112.59133337641"
"BARX2"	"543.339163464218"	"517.599162925048"	"537.055206798528"	"727.054976422875"	"695.535522166433"	"535.849451641597"	"359.67298506004"	"595.176335669747"	"600.22998205973"
"BCL11B"	"15446.5272016435"	"13838.104881627"	"14141.7354489279"	"0"	"12242.8851158773"	"18926.3052613551"	"0"	"11268.5340600716"	"11263.8692977802"
"BCL2A1"	"36944.3387353976"	"23468.7430176261"	"21916.3633954987"	"36532.0825179799"	"35420.098293445"	"44646.1105103977"	"22025.8310565897"	"18023.4018090122"	"1373654.96475748"
"BCL7A"	"1979.92404258535"	"1806.58517362024"	"1712.73605683786"	"2251.51324398291"	"1933.99417469065"	"2426.49815352958"	"2131.57995119027"	"1727.99347996233"	"1375.4627502994"
"BEND5"	"1170.88518308987"	"1179.17217801466"	"1055.75322331504"	"1309.80146132803"	"1143.77816961686"	"1532.72017720891"	"1211.82206591916"	"1116.05437230964"	"793.442664706193"
"BFSP1"	"299.12214374849"	"408.80778092312"	"363.031833870022"	"408.275471553238"	"277.069504549329"	"379.673273482511"	"288.305018610604"	"334.363778527857"	"341.695541011478"
"BHLHE41"	"4522.81587386069"	"3079.51840775119"	"5159.93335964771"	"7281.78744144403"	"5702.35914372356"	"3745.51196782374"	"1899.21394095952"	"4915.30563408652"	"3335.80891128307"
"BIRC3"	"23032.276727126"	"10758.6696189085"	"15825.8982731474"	"17976.2776787862"	"20759.0459149988"	"21651.7056829174"	"8663.13324770197"	"10969.2613384945"	"18434.7031898724"
"BLK"	"2079.63419855382"	"2950.4033322031"	"3221.79300685512"	"1421.60340100258"	"2920.28946413956"	"4514.97634661443"	"3321.52033103881"	"1865.34499953381"	"709.692041936186"
"BMP2K"	"7006.76065975318"	"5034.19290239255"	"6384.94564556346"	"8492.90172887113"	"7038.66972466972"	"6151.57988365091"	"6085.49011605143"	"4846.55870835049"	"5532.0696086456"
"BPI"	"1966.12544212991"	"1639.95375661734"	"2011.28214341757"	"2755.61002074396"	"2141.63716587567"	"2027.70686372931"	"1980.91223698653"	"1492.51434666619"	"1576.38527989531"
"BRAF"	"4913.19067385297"	"4413.54445961239"	"4106.5125705593"	"5712.26438700373"	"5304.12016695343"	"6461.94290071292"	"5335.79882182231"	"4421.05837700569"	"3872.6778493306"
"BRSK2"	"1245.39269391251"	"180504.206731336"	"1989.53778410797"	"356.171102478221"	"5604.03089672422"	"489.88633081813"	"258.655088959914"	"4682.55641173694"	"545.910235276465"
"BST1"	"2915.79725878132"	"3194.87928992592"	"2527.72262332917"	"3882.55428420836"	"3242.1870868665"	"3024.59714947804"	"2951.96555871103"	"2793.94795909773"	"2755.65235335556"
"BTNL8"	"514.650213566954"	"668.378754844509"	"238.952714211811"	"1342.04371937857"	"1037.22813416772"	"1176.37456219263"	"533.336710774152"	"632.718705578735"	"292.474831610799"
"C11orf80"	"2899.80554695178"	"2754.47025491504"	"2297.72931669198"	"2357.62957469178"	"3633.1321277031"	"2637.00029825667"	"1897.0748506577"	"3133.41942574127"	"1622.57135630491"
