Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	Absolute score
TCGA.60.2711.01A.01R.0849.01	0	0	0.0931331414239376	0.016892020896885417	0	0.014307711515264398	0.030225754092090506	0.0058454200898686815	0	0.048008655225639164	0	0.012425913396562375	0	0.016241052667099708	0.03311368784049581	0.031434298116901835	0.011849607623571078	0.0050804758308791425	0.03576260519279581	0	0	0.0013753024551151286	0	0.5350370922538018	0.35569564636710665
TCGA.60.2712.01A.01R.0849.01	0	0.030817122528262745	0.14230089895284198	0	0.0005	0.05092442473726559	0.027521786590942114	0.01796464968342324	0	0.051783269909964166	0	0	0	0.06099097913444201	0.06655352809527908	0.042842709497590066	0.00865107279081378	0.00283184046455617	0.031284486130197166	0	0	0.004386525963176095	0	0.681462597191799	0.5393951447183036
TCGA.60.2713.01A.01R.0849.01	0	0.012194099528138484	0.030360411983179614	0	0.006460968201412229	0.01772828766938251	0.03007264235685314	0.008108595571395196	0	0.05867643543560457	0	0	0	0.1527912864389455	0.04203605254304953	0.057091110481282153	0	0.0005999999999999999	0.025741526003854577	0	0	0.006945844107023347	0	0.36183604475669173	0.44883833152446967
TCGA.60.2714.01A.01R.0849.01	0	0.024700158713387738	0.12120303468554994	0	0	0.014142123830999491	0.03236525549345895	0.022725728779638677	0	0.0573983661935778	0	0.028189985344763344	0	0.026038640723893034	0.030345754223989246	0.02916758327911894	0.0054160178660011635	0.032100758660225014	0.03364206217741539	0	0	0.008565719928407982	0	0.5700394024681629	0.4660011899004267
TCGA.60.2715.01A.01R.0849.01	0	0.055021270283659496	0.022141556774619462	0	0	0.05394980419402115	0.022646384153801165	0.0434791488752143	0	0.03868286928053148	0	0.013835547693255847	0.0008	0.0429854627281215	0.029901749355410432	0.06233083081429729	0.038102126233224134	0.03577802253964698	0.06102051209859919	0	0	0.01648762667838256	0	0.4905138107705733	0.5371996558068166
TCGA.60.2716.01A.01R.0849.01	0	0.0320401148230511	0.023056687616517406	0.0033450185547571876	0	0	0	0.025833309980144388	0.012442861965171907	0.014524020344183586	0	0.005396432958505994	0	0.04339727290752853	0.012093822515869755	0.06233195263409286	0.02233478117059182	0.015370999634250562	0.023262283338989404	0	0	0	0	0.26712814341204916	0.2954295584436545
TCGA.60.2719.01A.01R.0849.01	0	0.01756210131122954	0.03906515350862639	0	0.019580267606295304	0.027199606510066515	0	0.015396895879327148	0	0.03139230654342497	0	0.015573297924494082	0.010556534887472359	0.07497722337674036	0.0336445926439355	0.06981259669853157	0.009203172651338857	0.012204792833691473	0.006516558476148392	0	0	0.002774611971963091	0	0.43811840207390695	0.38545971282328556
TCGA.60.2720.01A.01R.0849.01	0.004428142361163426	0.013298155198049392	0.08852207590922236	0	0.007519129339438541	0.0007	0.03421326361102431	0.02032560319150748	0	0.051546717106213745	0	0.0032566311519155334	0	0.0710312255071478	0.053237559008106485	0.012458563081020002	0.02789522743908482	0.008194104537448272	0.027039055145878312	0.022735916912786164	0	0.00857241644361643	0	0.4623887930680442	0.45500536922119694
TCGA.60.2721.01A.01R.0849.01	0	0.015351837285840062	0.0753749263794874	0.0265673730727264	0.013166200176661876	0	0.05250209942844654	0.007845826891767894	0	0.06969270427737387	0	0.009960931903090527	0	0.01584146802317324	0.041363477382492284	0.04296997612213566	0.006689964148546837	0.0063254844339453295	0.052731560524564756	0	0	0.002738473859079538	0	0.5595951297581213	0.4391223039093322
TCGA.60.2722.01A.01R.0849.01	0	0.004921933540194138	0.05814364156962073	0.01460679873323803	0	0.0026435180003655623	0.005830577781536475	0.028785935499898135	0	0.002135636043649119	0	0.005146186831473676	0.0008	0.06355785195166941	0.025048162333187234	0.048518475167680965	0.0024305962608458537	0.015629550564244095	0.020970743694927848	0.012584442171581238	0	0	0	0.3380182869387044	0.3117260954069919
TCGA.60.2723.01A.01R.0849.01	0	0.018186197390764953	0.07575905270704192	0.020053120476780956	0.004975205680867773	0	0.0658587354832607	0.013532061772057857	0	0.034013911840376346	0	0.030096214108747455	0	0.025130362904212174	0.04145923000529727	0.030940318121607163	0.00580816044230452	0.012063768568806279	0.05307432816172945	0	0	0.007233323293456517	0	0.3850273852522458	0.4381839909573113
